V1,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_AB_1_PROseq,K562_AB_2_PROseq,total_RNA_1_RNAseq_ex,total_RNA_2_RNAseq_ex,total_RNA_3_RNAseq_ex,total_RNA_4_RNAseq_ex
ENST00000033079,-0.173812072891662,-0.664215431408363,-0.619079354375629,-0.258876402604278,-0.0801324014107301,-0.384801068764019,0.812283058477927,-0.508381826223416,-0.930439771736601,-0.307454531175409,0.789449815984274,9.911689227109674,9.937603078855279,4.89044345502525,5.022530832467204,4.830568527853248,5.0844975542276645
ENST00000083182,-0.434407028128465,-0.441560627895851,-0.374225615478044,-0.506512287574927,0.127459924650054,-0.377771850231177,0.393604300243496,-0.361208365037773,-0.208456001546625,0.219428865028436,0.0498953222190607,5.401062370283286,5.511737987897386,4.246652786679814,4.125819217328541,4.218579839775441,4.151468575416529
ENST00000205061,-0.285147090342821,-0.0377342352134626,-0.359507539466174,-0.393295548810291,0.348621690862395,-0.515443898242094,0.583865157586784,-0.619058265453316,0.276035812347232,0.0428412476870247,0.270920132346633,4.41923565093046,4.486933799870529,4.070854383616928,3.9603184898496973,4.060268863441397,4.043895564553079
ENST00000215832,1.18181662707846,1.95684643807733,2.08238405920101,0.559303229534822,5.06903284205986,2.71680730138691,3.96062596521541,3.57847358788764,4.85958945361345,4.4153091656778,11.6700215721747,14.62404954521248,14.735224646447493,6.941906458585098,6.89543735658367,6.990678238733388,6.917829746214904
ENST00000220592,0.457359617134989,-0.564317078501609,-0.388188488045747,1.0925197610136,0.674627429936506,1.25183277167234,0.79815115281647,2.23014258189182,-0.55803840507967,-0.47503315802927,0.206260953488522,5.947641206920337,6.0626669933739965,4.421692296947177,4.246993782048266,4.288478285460109,4.209134753417941
ENST00000221086,-0.600008598253359,0.122272448679559,-0.758959814534051,-0.34759715607256497,-0.90699366256523,-0.534549344709885,-0.621589988383207,-0.757996501172022,-0.914764583104202,-0.553918843722471,-0.828089145758765,7.159150911889637,7.023290224004662,3.3111078575972415,3.564429986002694,3.3430680323877953,3.33275429142441
ENST00000223145,0.0205280612033048,1.18898367463304,-0.695690548211645,-0.18490813327805,0.956615465365976,1.23301703269288,-0.563869923038151,0.790724991185936,-0.904434376825145,-0.327981344944511,0.311952677731543,4.838539240688919,4.841840230499049,2.4680429159965085,2.3358367872858397,2.423023898757103,2.6248947886137497
ENST00000225724,-0.545242840279054,-0.0665185063899851,-0.196333248629901,-0.181271474396519,-0.74031316222116506,-0.530401953297882,-0.219544795258329,-0.629477073430426,-0.247798155310892,-0.796249284052144,-0.66159781442936,6.15176928243893,6.1789739948446245,4.315816685122989,4.294432743037401,4.1797002828636,4.206773721077214
ENST00000233336,0.752172159224103,0.36693875368,0.320947546026732,-0.417379836874768,2.55013677033414,0.740300833841982,0.75165374733843,1.09299519866556,0.49052892630565,-0.165962063486449,-0.190578702522901,2.2299441471408215,2.2386229613965125,4.115044624063126,4.029642647680117,4.174229382191769,4.157038063332062
ENST00000236192,-0.40391145726717,-0.0309614655248691,0.287836070574715,-0.343342951343228,-0.246255684965855,-0.551352379033512,-0.22276169576048,-0.682943650893798,0.594807476256922,0.444910212389304,0.317295535909659,5.288493100704186,5.181148061419955,3.4513971810073447,3.53584095670296,3.2996968835294997,3.6394721917325095
ENST00000242323,1.88097078012049,0.698804468421083,0.550932168223614,-0.420879263345675,2.92012871819091,2.09994381990174,2.51719428869466,1.82855056423519,-0.105565091244779,0.796203822476625,1.67441178430236,4.2278317183796155,4.137100763387342,3.6652079793312975,3.9620221393559336,3.8130822741046244,3.8598359206160024
ENST00000247815,-0.44639284951176,-0.638817545076138,-0.259266868977121,-0.36111454851901,-0.242694342880015,-0.443550697846538,-0.677955923883378,-0.628853192713233,0.237747236835306,0.228665931224532,-0.686571514128771,1.7594915825722763,1.8162853533846717,2.1515712072291233,2.3523941666390673,2.249238577705616,2.3702868102941355
ENST00000248054,-0.201513072903687,-0.223985401649784,0.618480920729631,-0.00513367536087052,-0.331841761065489,-0.461756526324225,-0.577862598101959,-0.431894050295651,1.32781527255067,0.300794874052069,-0.218761144244296,7.672268901243116,7.94431612460551,3.1996435833891548,3.547581661333325,3.5400090593314983,3.6221838477513426
ENST00000248594,0.915683918924061,-0.196047726684336,-1.05139137041413,-0.443248146277355,0.589177024011571,1.69625930654599,-0.18542993035192,0.921178449150828,-1.03929239312487,-0.447892148712347,-0.353346682260756,9.535603032015912,9.420008796410336,4.18078059642663,4.284299590141716,4.176000697932304,4.012952909159201
ENST00000249344,-0.126977316775924,-0.450873186217667,3.36641451957066,-0.115125452475847,1.34018654410107,-0.325578759042632,1.07937338069371,-0.277483572790577,2.95430882089116,2.02775562969559,1.05839385838356,4.15784349401578,4.113753126303399,5.831196195316512,6.0078858677790015,5.783990508403707,5.948322883600392
ENST00000250559,0.269501810693014,-0.742948879038263,-0.104181646142811,-0.457863398008789,-0.140389340430463,-0.35790401563618,0.989325991663685,-0.616188414154231,-0.986716268629968,-0.226601692496003,-0.231596112332236,12.898916228009226,12.764339161800795,4.77977052492086,4.945710769122142,4.922499043342725,4.958122898206983
ENST00000252744,-0.605025122107127,3.29192866294133,-1.1088707436646,1.4707322846928,-0.701756183108144,-0.352658785321,-0.839614998856231,-0.232876101511334,-1.10492260913658,-1.34933287727516,0.402584504277041,2.9939418613252324,2.8893070585357434,1.8610184006910562,2.2518123037450706,2.095545378352057,1.8754260082880922
ENST00000254730,-0.588568476781961,-0.610879870110689,-0.730815899514774,-0.296958396552383,-0.939988164515606,-0.544170682875228,-0.606330764011746,-0.737408437504679,-0.499192205131811,-1.04308421962559,-0.924290864116009,4.44226062461052,4.562964807656385,2.9319980399651606,2.790191995624311,2.325802774868965,2.7450748417535786
ENST00000255304,-0.419465128298657,-0.399230817342142,-0.630575229025721,-0.598114921666314,-0.294193287586611,-0.521573498784833,0.145405549039474,-0.697480071604377,-1.01028044563966,-0.471954135963905,-0.320941414953824,5.216746533988808,5.171113811410318,3.508080944297352,3.6782846686489035,3.6437161649728647,3.563130536391734
ENST00000257261,1.13105185276314,-0.557544308813015,-0.224258993765307,-0.17660557243531,0.680005783290632,0.601927388754035,-0.159339912876183,0.870020230341067,0.290297664299661,-0.138022789189616,-0.671193769344164,4.868501305827838,4.967581597800641,3.617440751690235,3.550510756363855,3.6215020074791053,3.7136093311102094
ENST00000258399,-0.399347644102645,-0.780199112325527,0.0770336158596653,-0.444071540741097,-0.229888047461138,-0.531880986264663,0.0642734095686401,-0.664539169736628,-0.34688590509209,-0.811416318670424,0.144538076292039,5.949388160116156,5.970759516128907,4.076748911137752,4.187729225250232,4.259632442335484,4.329873129277712
ENST00000259727,0.172377014714454,-0.637124352653989,-0.548358747404113,0.491373186276041,1.46018681362203,0.705718908391903,0.0814100013535727,2.16968854039589,0.568776384314921,0.886521803060673,-0.0777278510327152,3.6971800143008138,3.705447862311689,6.015352680879001,5.9495299809027715,5.914569351731892,5.912720867285818
ENST00000261530,-0.463532231497999,-0.610879870110689,-0.200058918954456,-0.414497956251668,-0.595187260882348,-0.546442599494303,-0.10693531244463,-0.741837990596744,0.471744396977316,-0.494761706818462,0.157675755891487,6.560959432999588,6.548351189068597,3.4533621704705966,3.469033210585086,3.41695066292716,3.5986095715365574
ENST00000261601,-0.0331609794560449,-0.347588448466616,0.188820507895088,-0.325639970372757,-0.0247959289055151,-0.416790874581596,2.30805308861361,-0.515556454471127,-0.187410133530338,0.506177049597359,0.239256508242895,8.489433384759609,8.646697533127398,5.2356370480929515,4.96109875623407,5.125447788265627,4.967328482363558
ENST00000261745,-0.0529897076448648,-0.0648253139678367,0.384569240623082,-0.553239923392331,-0.0948453473204615,-0.459118663404091,2.34745983905811,-0.399202700714778,0.0414476205026886,0.427376892294863,0.226951285300094,8.136732891043675,8.236794021276266,5.865883459626185,5.881618692271815,5.9241710348946715,5.969179496574627
